Cell Line Name,Small Molecule Name,Drug Concentration (uM),Time Point (hr),Mean Relative Viability,Mean Apoptosis Fraction
WM1552C,AZ-628,0.0032,24,0.9587,0.0672
WM1552C,AZ-628,0.0032,48,1.0066,0.0725
WM1552C,AZ-628,0.0032,72,1.0298,0.0855
WM1552C,AZ-628,0.01,24,0.9816,0.0724
WM1552C,AZ-628,0.01,48,1.0015,0.0688
WM1552C,AZ-628,0.01,72,1.1051,0.0732
WM1552C,AZ-628,0.0316,24,0.9904,0.0622
WM1552C,AZ-628,0.0316,48,0.9643,0.0702
WM1552C,AZ-628,0.0316,72,0.9475,0.0827
WM1552C,AZ-628,0.1,24,1.0142,0.0716
WM1552C,AZ-628,0.1,48,0.7722,0.0329
WM1552C,AZ-628,0.1,72,0.7358,0.0883
WM1552C,AZ-628,0.316,24,0.974,0.0799
WM1552C,AZ-628,0.316,48,0.6645,0.0464
WM1552C,AZ-628,0.316,72,0.5552,0.1343
WM1552C,AZ-628,1,24,0.996,0.0776
WM1552C,AZ-628,1,48,0.6475,0.0857
WM1552C,AZ-628,1,72,0.4844,0.1535
WM1552C,AZ-628,3.16,24,0.9282,0.1043
WM1552C,AZ-628,3.16,48,0.6444,0.108
WM1552C,AZ-628,3.16,72,0.4415,0.1723
WM1552C,Selumetinib,0.0032,24,0.9701,0.0571
WM1552C,Selumetinib,0.0032,48,0.9467,0.065
WM1552C,Selumetinib,0.0032,72,0.8615,0.0885
WM1552C,Selumetinib,0.01,24,0.9932,0.0689
WM1552C,Selumetinib,0.01,48,0.9916,0.0655
WM1552C,Selumetinib,0.01,72,0.9176,0.073
WM1552C,Selumetinib,0.0316,24,1.0822,0.0771
WM1552C,Selumetinib,0.0316,48,0.9558,0.0575
WM1552C,Selumetinib,0.0316,72,0.806,0.0737
WM1552C,Selumetinib,0.1,24,1.0696,0.0894
WM1552C,Selumetinib,0.1,48,0.8675,0.0656
WM1552C,Selumetinib,0.1,72,0.6347,0.0814
WM1552C,Selumetinib,0.316,24,1.0289,0.0876
WM1552C,Selumetinib,0.316,48,0.7611,0.0753
WM1552C,Selumetinib,0.316,72,0.526,0.1044
WM1552C,Selumetinib,1,24,1.0611,0.1116
WM1552C,Selumetinib,1,48,0.6759,0.0765
WM1552C,Selumetinib,1,72,0.4405,0.1455
WM1552C,Selumetinib,3.16,24,0.9471,0.0803
WM1552C,Selumetinib,3.16,48,0.6774,0.1003
WM1552C,Selumetinib,3.16,72,0.4106,0.1902
WM1552C,Vemurafenib,0.0032,24,0.9196,0.0617
WM1552C,Vemurafenib,0.0032,48,0.9247,0.078
WM1552C,Vemurafenib,0.0032,72,1.063,0.088
WM1552C,Vemurafenib,0.01,24,0.9693,0.0655
WM1552C,Vemurafenib,0.01,48,1.0025,0.0701
WM1552C,Vemurafenib,0.01,72,1.1384,0.0756
WM1552C,Vemurafenib,0.0316,24,0.9124,0.0602
WM1552C,Vemurafenib,0.0316,48,1.0084,0.0688
WM1552C,Vemurafenib,0.0316,72,1.1735,0.0733
WM1552C,Vemurafenib,0.1,24,1.0575,0.0665
WM1552C,Vemurafenib,0.1,48,1.0001,0.0684
WM1552C,Vemurafenib,0.1,72,1.2023,0.0668
WM1552C,Vemurafenib,0.316,24,1.0315,0.0682
WM1552C,Vemurafenib,0.316,48,1.0577,0.063
WM1552C,Vemurafenib,0.316,72,1.0551,0.0671
WM1552C,Vemurafenib,1,24,0.9874,0.0745
WM1552C,Vemurafenib,1,48,0.8856,0.0641
WM1552C,Vemurafenib,1,72,0.6712,0.0874
WM1552C,Vemurafenib,3.16,24,0.8753,0.0696
WM1552C,Vemurafenib,3.16,48,0.7188,0.0951
WM1552C,Vemurafenib,3.16,72,0.4198,0.1638
WM1552C,,0,24,,
WM1552C,,0,24,,
WM1552C,,0,24,,
WM1552C,,0,24,,
WM1552C,,0,24,,
WM1552C,,0,24,,
WM1552C,,0,24,,
WM1552C,,0,48,,
WM1552C,,0,48,,
WM1552C,,0,48,,
WM1552C,,0,48,,
WM1552C,,0,48,,
WM1552C,,0,48,,
WM1552C,,0,48,,
WM1552C,,0,72,,
WM1552C,,0,72,,
WM1552C,,0,72,,
WM1552C,,0,72,,
WM1552C,,0,72,,
WM1552C,,0,72,,
WM1552C,,0,72,,
LOXIMVI,SB590885,0.0032,24,0.9355,0.0512
LOXIMVI,SB590885,0.0032,48,0.9624,0.1426
LOXIMVI,SB590885,0.0032,72,1.2376,0.2526
LOXIMVI,SB590885,0.01,24,1.0089,0.039
LOXIMVI,SB590885,0.01,48,1.3982,0.0806
LOXIMVI,SB590885,0.01,72,1.5053,0.188
LOXIMVI,SB590885,0.0316,24,1.0209,0.0361
LOXIMVI,SB590885,0.0316,48,1.8514,0.0671
LOXIMVI,SB590885,0.0316,72,2.2122,0.1352
LOXIMVI,SB590885,0.1,24,0.9969,0.0658
LOXIMVI,SB590885,0.1,48,1.8789,0.0471
LOXIMVI,SB590885,0.1,72,2.8615,0.0607
LOXIMVI,SB590885,0.316,24,1.0241,0.0417
LOXIMVI,SB590885,0.316,48,2.2627,0.0374
LOXIMVI,SB590885,0.316,72,2.9681,0.0478
LOXIMVI,SB590885,1,24,0.987,0.0511
LOXIMVI,SB590885,1,48,1.8331,0.0404
LOXIMVI,SB590885,1,72,2.3305,0.0458
LOXIMVI,SB590885,3.16,24,0.9032,0.0461
LOXIMVI,SB590885,3.16,48,1.4719,0.0453
LOXIMVI,SB590885,3.16,72,1.5711,0.0628
LOXIMVI,PLX-4720,0.0032,24,0.9169,0.0547
LOXIMVI,PLX-4720,0.0032,48,1.0011,0.1106
LOXIMVI,PLX-4720,0.0032,72,1.0965,0.2111
LOXIMVI,PLX-4720,0.01,24,0.9685,0.0479
LOXIMVI,PLX-4720,0.01,48,1.4048,0.0809
LOXIMVI,PLX-4720,0.01,72,1.8163,0.1445
LOXIMVI,PLX-4720,0.0316,24,1.0255,0.0396
LOXIMVI,PLX-4720,0.0316,48,1.6673,0.0585
LOXIMVI,PLX-4720,0.0316,72,2.3076,0.074
LOXIMVI,PLX-4720,0.1,24,1.0963,0.0507
LOXIMVI,PLX-4720,0.1,48,1.7166,0.0482
LOXIMVI,PLX-4720,0.1,72,2.4826,0.0395
LOXIMVI,PLX-4720,0.316,24,1.047,0.033
LOXIMVI,PLX-4720,0.316,48,1.666,0.0482
LOXIMVI,PLX-4720,0.316,72,2.2146,0.048
LOXIMVI,PLX-4720,1,24,1.0351,0.0507
LOXIMVI,PLX-4720,1,48,1.3764,0.0654
LOXIMVI,PLX-4720,1,72,1.7824,0.0542
LOXIMVI,PLX-4720,3.16,24,0.9127,0.0445
LOXIMVI,PLX-4720,3.16,48,0.9895,0.1134
LOXIMVI,PLX-4720,3.16,72,0.9994,0.1595
LOXIMVI,AZ-628,0.0032,24,0.9629,0.0535
LOXIMVI,AZ-628,0.0032,48,1.0619,0.0814
LOXIMVI,AZ-628,0.0032,72,1.7663,0.1389
LOXIMVI,AZ-628,0.01,24,0.9488,0.0347
LOXIMVI,AZ-628,0.01,48,1.4767,0.0536
LOXIMVI,AZ-628,0.01,72,1.9518,0.1045
LOXIMVI,AZ-628,0.0316,24,0.9559,0.0365
LOXIMVI,AZ-628,0.0316,48,1.5915,0.0416
LOXIMVI,AZ-628,0.0316,72,2.1825,0.0405
LOXIMVI,AZ-628,0.1,24,0.9424,0.0586
LOXIMVI,AZ-628,0.1,48,1.4717,0.0479
LOXIMVI,AZ-628,0.1,72,1.5508,0.0836
LOXIMVI,AZ-628,0.316,24,0.8604,0.0296
LOXIMVI,AZ-628,0.316,48,1.3673,0.063
LOXIMVI,AZ-628,0.316,72,1.3006,0.1173
LOXIMVI,AZ-628,1,24,0.8617,0.0677
LOXIMVI,AZ-628,1,48,1.2276,0.1176
LOXIMVI,AZ-628,1,72,0.9619,0.2106
LOXIMVI,AZ-628,3.16,24,0.8223,0.0554
LOXIMVI,AZ-628,3.16,48,1.1612,0.163
LOXIMVI,AZ-628,3.16,72,0.512,0.4975
LOXIMVI,Selumetinib,0.0032,24,0.9373,0.0508
LOXIMVI,Selumetinib,0.0032,48,0.8826,0.1112
LOXIMVI,Selumetinib,0.0032,72,1.3868,0.1607
LOXIMVI,Selumetinib,0.01,24,0.9756,0.0393
LOXIMVI,Selumetinib,0.01,48,1.2697,0.0778
LOXIMVI,Selumetinib,0.01,72,1.9337,0.0676
LOXIMVI,Selumetinib,0.0316,24,1.0215,0.0293
LOXIMVI,Selumetinib,0.0316,48,1.2038,0.0621
LOXIMVI,Selumetinib,0.0316,72,2.0428,0.0426
LOXIMVI,Selumetinib,0.1,24,1.0652,0.0452
LOXIMVI,Selumetinib,0.1,48,1.2713,0.0589
LOXIMVI,Selumetinib,0.1,72,1.8648,0.0445
LOXIMVI,Selumetinib,0.316,24,0.9805,0.0393
LOXIMVI,Selumetinib,0.316,48,1.3293,0.0582
LOXIMVI,Selumetinib,0.316,72,1.8061,0.0604
LOXIMVI,Selumetinib,1,24,1.0012,0.0476
LOXIMVI,Selumetinib,1,48,1.3318,0.0523
LOXIMVI,Selumetinib,1,72,1.451,0.0759
LOXIMVI,Selumetinib,3.16,24,0.9128,0.0428
LOXIMVI,Selumetinib,3.16,48,1.1767,0.0597
LOXIMVI,Selumetinib,3.16,72,1.2149,0.1049
LOXIMVI,Vemurafenib,0.0032,24,0.9686,0.0511
LOXIMVI,Vemurafenib,0.0032,48,1.0286,0.1033
LOXIMVI,Vemurafenib,0.0032,72,1.5079,0.1906
LOXIMVI,Vemurafenib,0.01,24,0.9398,0.0524
LOXIMVI,Vemurafenib,0.01,48,1.5828,0.0517
LOXIMVI,Vemurafenib,0.01,72,1.9783,0.1534
LOXIMVI,Vemurafenib,0.0316,24,0.959,0.0364
LOXIMVI,Vemurafenib,0.0316,48,1.6668,0.0505
LOXIMVI,Vemurafenib,0.0316,72,2.3897,0.0537
LOXIMVI,Vemurafenib,0.1,24,0.9602,0.0578
LOXIMVI,Vemurafenib,0.1,48,1.8616,0.0455
LOXIMVI,Vemurafenib,0.1,72,2.7256,0.0438
LOXIMVI,Vemurafenib,0.316,24,0.9528,0.0383
LOXIMVI,Vemurafenib,0.316,48,2.042,0.0414
LOXIMVI,Vemurafenib,0.316,72,2.337,0.0484
LOXIMVI,Vemurafenib,1,24,0.9505,0.0551
LOXIMVI,Vemurafenib,1,48,1.6951,0.0496
LOXIMVI,Vemurafenib,1,72,1.9365,0.074
LOXIMVI,Vemurafenib,3.16,24,0.8047,0.0557
LOXIMVI,Vemurafenib,3.16,48,1.047,0.0897
LOXIMVI,Vemurafenib,3.16,72,1.0205,0.129
LOXIMVI,,0,24,,
LOXIMVI,,0,24,,
LOXIMVI,,0,24,,
LOXIMVI,,0,24,,
LOXIMVI,,0,24,,
LOXIMVI,,0,24,,
LOXIMVI,,0,24,,
LOXIMVI,,0,48,,
LOXIMVI,,0,48,,
LOXIMVI,,0,48,,
LOXIMVI,,0,48,,
LOXIMVI,,0,48,,
LOXIMVI,,0,48,,
LOXIMVI,,0,48,,
LOXIMVI,,0,72,,
LOXIMVI,,0,72,,
LOXIMVI,,0,72,,
LOXIMVI,,0,72,,
LOXIMVI,,0,72,,
LOXIMVI,,0,72,,
LOXIMVI,,0,72,,
MMAC-SF,SB590885,0.0032,24,,
MMAC-SF,SB590885,0.0032,48,0.9547,0.0482
MMAC-SF,SB590885,0.0032,72,0.9533,0.0417
MMAC-SF,SB590885,0.01,24,,
MMAC-SF,SB590885,0.01,48,1.0097,0.0408
MMAC-SF,SB590885,0.01,72,0.9523,0.0427
MMAC-SF,SB590885,0.0316,24,,
MMAC-SF,SB590885,0.0316,48,0.9247,0.041
MMAC-SF,SB590885,0.0316,72,0.7787,0.0345
MMAC-SF,SB590885,0.1,24,,
MMAC-SF,SB590885,0.1,48,0.7871,0.0486
MMAC-SF,SB590885,0.1,72,0.5995,0.0358
MMAC-SF,SB590885,0.316,24,,
MMAC-SF,SB590885,0.316,48,0.7906,0.0567
MMAC-SF,SB590885,0.316,72,0.5291,0.0666
MMAC-SF,SB590885,1,24,,
MMAC-SF,SB590885,1,48,0.7273,0.0889
MMAC-SF,SB590885,1,72,0.4234,0.1552
MMAC-SF,SB590885,3.16,24,,
MMAC-SF,SB590885,3.16,48,0.6841,0.0951
MMAC-SF,SB590885,3.16,72,0.3415,0.2237
MMAC-SF,PLX-4720,0.0032,24,,
MMAC-SF,PLX-4720,0.0032,48,0.9201,0.0462
MMAC-SF,PLX-4720,0.0032,72,0.9368,0.0394
MMAC-SF,PLX-4720,0.01,24,,
MMAC-SF,PLX-4720,0.01,48,1.0245,0.0457
MMAC-SF,PLX-4720,0.01,72,0.9229,0.0424
MMAC-SF,PLX-4720,0.0316,24,,
MMAC-SF,PLX-4720,0.0316,48,1.0082,0.0434
MMAC-SF,PLX-4720,0.0316,72,0.8603,0.0386
MMAC-SF,PLX-4720,0.1,24,,
MMAC-SF,PLX-4720,0.1,48,1.0083,0.0443
MMAC-SF,PLX-4720,0.1,72,0.6321,0.0346
MMAC-SF,PLX-4720,0.316,24,,
MMAC-SF,PLX-4720,0.316,48,0.8542,0.0469
MMAC-SF,PLX-4720,0.316,72,0.5313,0.0549
MMAC-SF,PLX-4720,1,24,,
MMAC-SF,PLX-4720,1,48,0.7644,0.0555
MMAC-SF,PLX-4720,1,72,0.3362,0.2176
MMAC-SF,PLX-4720,3.16,24,,
MMAC-SF,PLX-4720,3.16,48,0.6791,0.0933
MMAC-SF,PLX-4720,3.16,72,0.1456,0.5336
MMAC-SF,AZ-628,0.0032,24,,
MMAC-SF,AZ-628,0.0032,48,0.938,0.0483
MMAC-SF,AZ-628,0.0032,72,0.917,0.0431
MMAC-SF,AZ-628,0.01,24,,
MMAC-SF,AZ-628,0.01,48,1.02,0.0434
MMAC-SF,AZ-628,0.01,72,0.8335,0.0411
MMAC-SF,AZ-628,0.0316,24,,
MMAC-SF,AZ-628,0.0316,48,0.9127,0.0445
MMAC-SF,AZ-628,0.0316,72,0.6411,0.0335
MMAC-SF,AZ-628,0.1,24,,
MMAC-SF,AZ-628,0.1,48,0.7712,0.0497
MMAC-SF,AZ-628,0.1,72,0.519,0.083
MMAC-SF,AZ-628,0.316,24,,
MMAC-SF,AZ-628,0.316,48,0.737,0.0653
MMAC-SF,AZ-628,0.316,72,0.3668,0.2255
MMAC-SF,AZ-628,1,24,,
MMAC-SF,AZ-628,1,48,0.5596,0.1586
MMAC-SF,AZ-628,1,72,0.2232,0.465
MMAC-SF,AZ-628,3.16,24,,
MMAC-SF,AZ-628,3.16,48,0.5172,0.2496
MMAC-SF,AZ-628,3.16,72,0.1411,0.6202
MMAC-SF,Selumetinib,0.0032,24,,
MMAC-SF,Selumetinib,0.0032,48,0.9068,0.0481
MMAC-SF,Selumetinib,0.0032,72,0.9243,0.0392
MMAC-SF,Selumetinib,0.01,24,,
MMAC-SF,Selumetinib,0.01,48,1.0072,0.039
MMAC-SF,Selumetinib,0.01,72,0.7588,0.0379
MMAC-SF,Selumetinib,0.0316,24,,
MMAC-SF,Selumetinib,0.0316,48,0.88,0.0469
MMAC-SF,Selumetinib,0.0316,72,0.5628,0.0318
MMAC-SF,Selumetinib,0.1,24,,
MMAC-SF,Selumetinib,0.1,48,0.7432,0.0518
MMAC-SF,Selumetinib,0.1,72,0.4491,0.0807
MMAC-SF,Selumetinib,0.316,24,,
MMAC-SF,Selumetinib,0.316,48,0.7475,0.0667
MMAC-SF,Selumetinib,0.316,72,0.3444,0.1929
MMAC-SF,Selumetinib,1,24,,
MMAC-SF,Selumetinib,1,48,0.6637,0.1398
MMAC-SF,Selumetinib,1,72,0.21,0.4341
MMAC-SF,Selumetinib,3.16,24,,
MMAC-SF,Selumetinib,3.16,48,0.5325,0.2315
MMAC-SF,Selumetinib,3.16,72,0.1414,0.6168
MMAC-SF,Vemurafenib,0.0032,24,,
MMAC-SF,Vemurafenib,0.0032,48,0.9083,0.0481
MMAC-SF,Vemurafenib,0.0032,72,0.9573,0.0401
MMAC-SF,Vemurafenib,0.01,24,,
MMAC-SF,Vemurafenib,0.01,48,0.9235,0.0447
MMAC-SF,Vemurafenib,0.01,72,0.9412,0.0441
MMAC-SF,Vemurafenib,0.0316,24,,
MMAC-SF,Vemurafenib,0.0316,48,0.9624,0.0414
MMAC-SF,Vemurafenib,0.0316,72,0.9386,0.0407
MMAC-SF,Vemurafenib,0.1,24,,
MMAC-SF,Vemurafenib,0.1,48,1.0033,0.0439
MMAC-SF,Vemurafenib,0.1,72,0.6974,0.0382
MMAC-SF,Vemurafenib,0.316,24,,
MMAC-SF,Vemurafenib,0.316,48,0.8499,0.0499
MMAC-SF,Vemurafenib,0.316,72,0.5601,0.0493
MMAC-SF,Vemurafenib,1,24,,
MMAC-SF,Vemurafenib,1,48,0.7126,0.0573
MMAC-SF,Vemurafenib,1,72,0.2904,0.2648
MMAC-SF,Vemurafenib,3.16,24,,
MMAC-SF,Vemurafenib,3.16,48,0.6035,0.1218
MMAC-SF,Vemurafenib,3.16,72,0.0882,0.692
MMAC-SF,,0,24,,
MMAC-SF,,0,24,,
MMAC-SF,,0,24,,
MMAC-SF,,0,24,,
MMAC-SF,,0,24,,
MMAC-SF,,0,24,,
MMAC-SF,,0,24,,
MMAC-SF,,0,48,,
MMAC-SF,,0,48,,
MMAC-SF,,0,48,,
MMAC-SF,,0,48,,
MMAC-SF,,0,48,,
MMAC-SF,,0,48,,
MMAC-SF,,0,48,,
MMAC-SF,,0,72,,
MMAC-SF,,0,72,,
MMAC-SF,,0,72,,
MMAC-SF,,0,72,,
MMAC-SF,,0,72,,
MMAC-SF,,0,72,,
MMAC-SF,,0,72,,
MZ7-mel,SB590885,0.0032,24,1.1044,0.0126
MZ7-mel,SB590885,0.0032,48,1.072,0.0138
MZ7-mel,SB590885,0.0032,72,1.2285,0.017
MZ7-mel,SB590885,0.01,24,1.183,0.0117
MZ7-mel,SB590885,0.01,48,0.9679,0.019
MZ7-mel,SB590885,0.01,72,1.1367,0.0127
MZ7-mel,SB590885,0.0316,24,1.0985,0.0102
MZ7-mel,SB590885,0.0316,48,0.9913,0.0145
MZ7-mel,SB590885,0.0316,72,0.8339,0.0173
MZ7-mel,SB590885,0.1,24,1.0949,0.0118
MZ7-mel,SB590885,0.1,48,0.8736,0.0142
MZ7-mel,SB590885,0.1,72,0.6143,0.0271
MZ7-mel,SB590885,0.316,24,1.1794,0.0151
MZ7-mel,SB590885,0.316,48,0.6703,0.0253
MZ7-mel,SB590885,0.316,72,0.5371,0.0568
MZ7-mel,SB590885,1,24,1.1278,0.0236
MZ7-mel,SB590885,1,48,0.608,0.0408
MZ7-mel,SB590885,1,72,0.4145,0.0967
MZ7-mel,SB590885,3.16,24,0.8869,0.0357
MZ7-mel,SB590885,3.16,48,0.545,0.0728
MZ7-mel,SB590885,3.16,72,0.387,0.1433
MZ7-mel,PLX-4720,0.0032,24,1.0184,0.013
MZ7-mel,PLX-4720,0.0032,48,1.0423,0.0158
MZ7-mel,PLX-4720,0.0032,72,1.279,0.0184
MZ7-mel,PLX-4720,0.01,24,1.0212,0.0082
MZ7-mel,PLX-4720,0.01,48,0.9895,0.0193
MZ7-mel,PLX-4720,0.01,72,1.1567,0.0171
MZ7-mel,PLX-4720,0.0316,24,1.1367,0.01
MZ7-mel,PLX-4720,0.0316,48,1.0185,0.013
MZ7-mel,PLX-4720,0.0316,72,1.0713,0.0142
MZ7-mel,PLX-4720,0.1,24,1.1936,0.005
MZ7-mel,PLX-4720,0.1,48,1.0946,0.0113
MZ7-mel,PLX-4720,0.1,72,0.6612,0.0198
MZ7-mel,PLX-4720,0.316,24,1.1278,0.0092
MZ7-mel,PLX-4720,0.316,48,0.9313,0.0205
MZ7-mel,PLX-4720,0.316,72,0.5036,0.0439
MZ7-mel,PLX-4720,1,24,0.9557,0.0127
MZ7-mel,PLX-4720,1,48,0.6084,0.0277
MZ7-mel,PLX-4720,1,72,0.3821,0.1052
MZ7-mel,PLX-4720,3.16,24,0.7951,0.0325
MZ7-mel,PLX-4720,3.16,48,0.4803,0.0483
MZ7-mel,PLX-4720,3.16,72,0.329,0.1506
MZ7-mel,AZ-628,0.0032,24,1.025,0.0132
MZ7-mel,AZ-628,0.0032,48,1.0337,0.0137
MZ7-mel,AZ-628,0.0032,72,1.2038,0.0208
MZ7-mel,AZ-628,0.01,24,1.0178,0.0129
MZ7-mel,AZ-628,0.01,48,1.0431,0.0171
MZ7-mel,AZ-628,0.01,72,1.1122,0.0145
MZ7-mel,AZ-628,0.0316,24,1.0498,0.0104
MZ7-mel,AZ-628,0.0316,48,1.0012,0.0173
MZ7-mel,AZ-628,0.0316,72,0.5863,0.0428
MZ7-mel,AZ-628,0.1,24,1.1884,0.0081
MZ7-mel,AZ-628,0.1,48,0.7255,0.0263
MZ7-mel,AZ-628,0.1,72,0.3362,0.1557
MZ7-mel,AZ-628,0.316,24,1.1239,0.0204
MZ7-mel,AZ-628,0.316,48,0.5485,0.0421
MZ7-mel,AZ-628,0.316,72,0.3296,0.2358
MZ7-mel,AZ-628,1,24,0.9449,0.032
MZ7-mel,AZ-628,1,48,0.4351,0.0561
MZ7-mel,AZ-628,1,72,0.3558,0.2647
MZ7-mel,AZ-628,3.16,24,0.8782,0.0453
MZ7-mel,AZ-628,3.16,48,0.4646,0.0749
MZ7-mel,AZ-628,3.16,72,0.3266,0.293
MZ7-mel,Selumetinib,0.0032,24,1.0295,0.0105
MZ7-mel,Selumetinib,0.0032,48,1.0113,0.02
MZ7-mel,Selumetinib,0.0032,72,1.1401,0.0201
MZ7-mel,Selumetinib,0.01,24,1.1333,0.0133
MZ7-mel,Selumetinib,0.01,48,1.0123,0.0157
MZ7-mel,Selumetinib,0.01,72,1.0587,0.0173
MZ7-mel,Selumetinib,0.0316,24,1.1074,0.0129
MZ7-mel,Selumetinib,0.0316,48,1.0395,0.0142
MZ7-mel,Selumetinib,0.0316,72,0.5802,0.0366
MZ7-mel,Selumetinib,0.1,24,1.0706,0.013
MZ7-mel,Selumetinib,0.1,48,0.7966,0.0195
MZ7-mel,Selumetinib,0.1,72,0.328,0.1076
MZ7-mel,Selumetinib,0.316,24,1.0672,0.021
MZ7-mel,Selumetinib,0.316,48,0.5082,0.0385
MZ7-mel,Selumetinib,0.316,72,0.3495,0.158
MZ7-mel,Selumetinib,1,24,0.997,0.03
MZ7-mel,Selumetinib,1,48,0.5044,0.0514
MZ7-mel,Selumetinib,1,72,0.3076,0.2389
MZ7-mel,Selumetinib,3.16,24,0.8087,0.0358
MZ7-mel,Selumetinib,3.16,48,0.492,0.0696
MZ7-mel,Selumetinib,3.16,72,0.3101,0.3136
MZ7-mel,Vemurafenib,0.0032,24,0.982,0.0137
MZ7-mel,Vemurafenib,0.0032,48,1.0363,0.0184
MZ7-mel,Vemurafenib,0.0032,72,1.2926,0.0218
MZ7-mel,Vemurafenib,0.01,24,1.108,0.0131
MZ7-mel,Vemurafenib,0.01,48,1.0916,0.0167
MZ7-mel,Vemurafenib,0.01,72,1.3886,0.0158
MZ7-mel,Vemurafenib,0.0316,24,1.0795,0.0072
MZ7-mel,Vemurafenib,0.0316,48,1.0675,0.0196
MZ7-mel,Vemurafenib,0.0316,72,1.185,0.0159
MZ7-mel,Vemurafenib,0.1,24,1.0752,0.0098
MZ7-mel,Vemurafenib,0.1,48,1.0699,0.0148
MZ7-mel,Vemurafenib,0.1,72,0.8713,0.0167
MZ7-mel,Vemurafenib,0.316,24,1.1498,0.0118
MZ7-mel,Vemurafenib,0.316,48,0.9551,0.0203
MZ7-mel,Vemurafenib,0.316,72,0.5874,0.0378
MZ7-mel,Vemurafenib,1,24,1.1009,0.0206
MZ7-mel,Vemurafenib,1,48,0.6672,0.0385
MZ7-mel,Vemurafenib,1,72,0.367,0.1033
MZ7-mel,Vemurafenib,3.16,24,0.9385,0.0379
MZ7-mel,Vemurafenib,3.16,48,0.5402,0.0682
MZ7-mel,Vemurafenib,3.16,72,0.3486,0.193
MZ7-mel,,0,24,,
MZ7-mel,,0,24,,
MZ7-mel,,0,24,,
MZ7-mel,,0,24,,
MZ7-mel,,0,24,,
MZ7-mel,,0,24,,
MZ7-mel,,0,24,,
MZ7-mel,,0,48,,
MZ7-mel,,0,48,,
MZ7-mel,,0,48,,
MZ7-mel,,0,48,,
MZ7-mel,,0,48,,
MZ7-mel,,0,48,,
MZ7-mel,,0,48,,
MZ7-mel,,0,72,,
MZ7-mel,,0,72,,
MZ7-mel,,0,72,,
MZ7-mel,,0,72,,
MZ7-mel,,0,72,,
MZ7-mel,,0,72,,
MZ7-mel,,0,72,,
K2,SB590885,0.0032,24,1.5537,0.0059
K2,SB590885,0.0032,48,1.511,0.0019
K2,SB590885,0.0032,72,,
K2,SB590885,0.01,24,1.7957,0.0024
K2,SB590885,0.01,48,1.3746,0.0028
K2,SB590885,0.01,72,,
K2,SB590885,0.0316,24,1.8176,0.0022
K2,SB590885,0.0316,48,1.3782,0.0017
K2,SB590885,0.0316,72,,
K2,SB590885,0.1,24,2.068,0.0026
K2,SB590885,0.1,48,1.469,0.0042
K2,SB590885,0.1,72,,
K2,SB590885,0.316,24,1.8941,0.0035
K2,SB590885,0.316,48,1.3267,0.0089
K2,SB590885,0.316,72,,
K2,SB590885,1,24,1.086,0.0129
K2,SB590885,1,48,0.9051,0.0309
K2,SB590885,1,72,,
K2,SB590885,3.16,24,0.6797,0.0372
K2,SB590885,3.16,48,0.5867,0.0801
K2,SB590885,3.16,72,,
K2,PLX-4720,0.0032,24,1.6766,0.005
K2,PLX-4720,0.0032,48,1.3444,0.0024
K2,PLX-4720,0.0032,72,,
K2,PLX-4720,0.01,24,1.7876,0.0039
K2,PLX-4720,0.01,48,1.2705,0.0022
K2,PLX-4720,0.01,72,,
K2,PLX-4720,0.0316,24,1.756,0.0035
K2,PLX-4720,0.0316,48,1.1865,0.002
K2,PLX-4720,0.0316,72,,
K2,PLX-4720,0.1,24,1.4881,0.0032
K2,PLX-4720,0.1,48,0.8459,0.0053
K2,PLX-4720,0.1,72,,
K2,PLX-4720,0.316,24,0.9548,0.0082
K2,PLX-4720,0.316,48,0.627,0.0166
K2,PLX-4720,0.316,72,,
K2,PLX-4720,1,24,0.6205,0.0503
K2,PLX-4720,1,48,0.4204,0.0858
K2,PLX-4720,1,72,,
K2,PLX-4720,3.16,24,0.5937,0.1531
K2,PLX-4720,3.16,48,0.4397,0.1731
K2,PLX-4720,3.16,72,,
K2,AZ-628,0.0032,24,1.2889,0.004
K2,AZ-628,0.0032,48,1.1976,0.0026
K2,AZ-628,0.0032,72,,
K2,AZ-628,0.01,24,1.4274,0.003
K2,AZ-628,0.01,48,1.0336,0.003
K2,AZ-628,0.01,72,,
K2,AZ-628,0.0316,24,1.5718,0.0028
K2,AZ-628,0.0316,48,1.1133,0.0048
K2,AZ-628,0.0316,72,,
K2,AZ-628,0.1,24,1.3258,0.006
K2,AZ-628,0.1,48,1.0124,0.0219
K2,AZ-628,0.1,72,,
K2,AZ-628,0.316,24,0.9535,0.0287
K2,AZ-628,0.316,48,0.8872,0.0649
K2,AZ-628,0.316,72,,
K2,AZ-628,1,24,0.8522,0.117
K2,AZ-628,1,48,0.5963,0.2538
K2,AZ-628,1,72,,
K2,AZ-628,3.16,24,0.7194,0.1355
K2,AZ-628,3.16,48,0.533,0.3577
K2,AZ-628,3.16,72,,
K2,Selumetinib,0.0032,24,1.1566,0.0051
K2,Selumetinib,0.0032,48,1.1652,0.0027
K2,Selumetinib,0.0032,72,,
K2,Selumetinib,0.01,24,1.1449,0.0032
K2,Selumetinib,0.01,48,0.959,0.0033
K2,Selumetinib,0.01,72,,
K2,Selumetinib,0.0316,24,1.0203,0.0045
K2,Selumetinib,0.0316,48,0.8224,0.0058
